pathway	pval	padj	ES	NES	nMoreExtreme	size
TABULA_MURIS_SENIS_LIMB_MUSCLE_T_CELL_AGEING	0.379310344827586	0.45786574168537	0.0626442803842185	1.03442327470192	186	204
TABULA_MURIS_SENIS_LIMB_MUSCLE_ENDOTHELIAL_CELL_AGEING	0.0329457364341085	0.0513048109355583	-0.131456154465004	-1.67802500672353	16	124
TABULA_MURIS_SENIS_LIMB_MUSCLE_MACROPHAGE_AGEING	0.00206611570247934	0.00428265524625268	0.344820228315374	3.83281886906224	0	91
TABULA_MURIS_SENIS_LIMB_MUSCLE_MESENCHYMAL_STEM_CELL_AGEING	0.01	0.0177391304347826	-0.151155242309425	-2.08648436256456	4	146
TABULA_MURIS_SENIS_LIMB_MUSCLE_SKELETAL_MUSCLE_SATELLITE_CELL_AGEING	0.0916666666666667	0.128965517241379	0.123612147083912	1.4554946977056	43	105
TABULA_MURIS_SENIS_LIMB_MUSCLE_SMOOTH_MUSCLE_CELL_AGEING	0.186836518046709	0.249115357395612	0.119425669225188	1.27710433652876	87	84
TABULA_MURIS_SENIS_LIVER_NK_CELL_AGEING	0.0124740124740125	0.0213840213840214	0.101671956137666	1.83106202467834	5	242
TABULA_MURIS_SENIS_LIVER_ENDOTHELIAL_CELL_OF_HEPATIC_SINUSOID_AGEING	0.55511811023622	0.625657980597729	-0.0422591590271562	-0.916732060163677	281	372
TABULA_MURIS_SENIS_LIVER_HEPATOCYTE_AGEING	0.00210084033613445	0.00428265524625268	0.254138511878255	2.75290446450541	0	87
TABULA_MURIS_SENIS_LIVER_MATURE_NK_T_CELL_AGEING	0.0145833333333333	0.0243852459016393	0.154777779052821	1.82246034915245	6	105
TABULA_MURIS_SENIS_LIVER_MYELOID_LEUKOCYTE_AGEING	0.213147410358566	0.278731228930432	-0.191357973707757	-1.21383323117697	106	29
TABULA_MURIS_SENIS_LUNG_B_CELL_AGEING	0.658203125	0.721900201612903	-0.0882495680701959	-0.837351587767074	336	66
TABULA_MURIS_SENIS_LUNG_CD4_POSITIVE_ALPHA_BETA_T_CELL_AGEING	0.459915611814346	0.53921140695475	0.0877505144639744	0.992544514951914	217	98
TABULA_MURIS_SENIS_LUNG_CD8_POSITIVE_ALPHA_BETA_T_CELL_AGEING	0.416161616161616	0.496473506999823	0.199957455860455	1.01791822285923	205	18
TABULA_MURIS_SENIS_LUNG_NK_CELL_AGEING	0.00203665987780041	0.00428265524625268	0.379547662148439	3.41077411734865	0	58
TABULA_MURIS_SENIS_LUNG_T_CELL_AGEING	0.249063670411985	0.317556179775281	-0.419985656227588	-1.16947862108656	132	5
TABULA_MURIS_SENIS_LUNG_ADVENTITIAL_CELL_AGEING	0.0020703933747412	0.00428265524625268	0.20527170671374	3.36156948089408	0	201
TABULA_MURIS_SENIS_LUNG_ALVEOLAR_MACROPHAGE_AGEING	0.00411522633744856	0.00784585208261221	0.160873796486129	2.07062142456851	1	124
TABULA_MURIS_SENIS_LUNG_BRONCHIAL_SMOOTH_MUSCLE_CELL_AGEING	0.29718875502008	0.370632155301145	0.0839128210472464	1.12690882753556	147	136
TABULA_MURIS_SENIS_LUNG_CLASSICAL_MONOCYTE_AGEING	0.00202839756592292	0.00428265524625268	0.271061378969886	6.28357712977316	0	400
TABULA_MURIS_SENIS_LUNG_ENDOTHELIAL_CELL_OF_LYMPHATIC_VESSEL_AGEING	0.987012987012987	0.987012987012987	0.164036765487196	0.495141768993734	455	6
TABULA_MURIS_SENIS_LUNG_FIBROBLAST_OF_LUNG_AGEING	0.00203665987780041	0.00428265524625268	0.138579185894061	2.18812879146099	0	188
TABULA_MURIS_SENIS_LUNG_INTERMEDIATE_MONOCYTE_AGEING	0.00203665987780041	0.00428265524625268	0.204416593418003	4.50659051288615	0	361
TABULA_MURIS_SENIS_LUNG_MATURE_NK_T_CELL_AGEING	0.924603174603175	0.933757661480434	-0.154862882653061	-0.592482340029469	465	10
TABULA_MURIS_SENIS_LUNG_NEUTROPHIL_AGEING	0.393638170974155	0.472365805168986	-0.257224239525125	-1.02785877726092	197	11
TABULA_MURIS_SENIS_LUNG_NON_CLASSICAL_MONOCYTE_AGEING	0.715127701375246	0.763801314557854	-0.136046820963022	-0.792909476611658	363	24
TABULA_MURIS_SENIS_LUNG_PULMONARY_INTERSTITIAL_FIBROBLAST_AGEING	0.749027237354086	0.780612244897959	-0.149686141960406	-0.778932888200837	384	19
TABULA_MURIS_SENIS_LUNG_SMOOTH_MUSCLE_CELL_OF_THE_PULMONARY_ARTERY_AGEING	0.219101123595506	0.282890058313184	-0.432895051398518	-1.20542570984947	116	5
TABULA_MURIS_SENIS_LUNG_TYPE_II_PNEUMOCYTE_AGEING	0.002	0.00428265524625268	0.315451941620166	2.17787510301775	0	35
TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_B_CELL_AGEING	0.00203665987780041	0.00428265524625268	0.30076659013643	2.70281443756948	0	58
TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_CD4_POSITIVE_ALPHA_BETA_T_CELL_AGEING	0.297959183673469	0.370632155301145	0.122044750103431	1.10693897637795	145	59
TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_CD8_POSITIVE_ALPHA_BETA_T_CELL_AGEING	0.016	0.0265365853658537	0.399191159717475	1.78449763857508	7	14
TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_ENDOTHELIAL_CELL_AGEING	0.0385395537525355	0.0591133004926108	0.167346033740461	1.59633049215453	18	65
TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_MACROPHAGE_AGEING	0.00206611570247934	0.00428265524625268	0.23237791031838	2.24724365946997	0	68
TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_MESENCHYMAL_STEM_CELL_OF_ADIPOSE_AGEING	0.00203252032520325	0.00428265524625268	0.159708855614809	4.47247987596771	0	623
TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_MYELOID_CELL_AGEING	0.18019801980198	0.241844710786868	-0.296400115314077	-1.2805951813455	90	13
TABULA_MURIS_SENIS_MAMMARY_GLAND_B_CELL_AGEING	0.00204918032786885	0.00428265524625268	0.138962294347353	2.56627596346029	0	254
TABULA_MURIS_SENIS_MAMMARY_GLAND_T_CELL_AGEING	0.00198807157057654	0.00428265524625268	0.174797864328593	4.23793204010844	0	441
TABULA_MURIS_SENIS_MAMMARY_GLAND_BASAL_CELL_AGEING	0.00205338809034908	0.00428265524625268	0.12406058140395	2.324776435434	0	264
TABULA_MURIS_SENIS_MAMMARY_GLAND_ENDOTHELIAL_CELL_AGEING	0.00204498977505112	0.00428265524625268	0.112551662900616	2.89066883198798	0	518
TABULA_MURIS_SENIS_MAMMARY_GLAND_LUMINAL_EPITHELIAL_CELL_OF_MAMMARY_GLAND_AGEING	0.014344262295082	0.0241837149437746	0.0902527986527148	1.75512861148349	6	281
TABULA_MURIS_SENIS_MAMMARY_GLAND_MACROPHAGE_AGEING	0.00202429149797571	0.00428265524625268	0.2253903122498	2.14064460322382	0	64
TABULA_MURIS_SENIS_MAMMARY_GLAND_STROMAL_CELL_AGEING	0.00205761316872428	0.00428265524625268	0.185688980363047	3.65574326121946	0	290
TABULA_MURIS_SENIS_MARROW_CD4_POSITIVE_ALPHA_BETA_T_CELL_AGEING	0.684210526315789	0.738512949039265	-0.125029947292765	-0.836796825057556	350	32
TABULA_MURIS_SENIS_MARROW_NK_CELL_AGEING	0.0020703933747412	0.00428265524625268	0.241538971335396	6.08730021101782	0	489
TABULA_MURIS_SENIS_MARROW_EARLY_PRO_B_CELL_AGEING	0.658119658119658	0.721900201612903	0.30053390708423	0.84554156425716	307	5
TABULA_MURIS_SENIS_MARROW_ERYTHROBLAST_AGEING	0.00196078431372549	0.00428265524625268	0.339151569143866	5.07698930224236	0	166
TABULA_MURIS_SENIS_MARROW_GRANULOCYTE_AGEING	0.00988142292490119	0.0176825462866653	0.240902106039207	1.91831973175328	4	45
TABULA_MURIS_SENIS_MARROW_GRANULOCYTE_MONOCYTE_PROGENITOR_CELL_AGEING	0.00199203187250996	0.00428265524625268	0.304001609775934	4.62885587885797	0	173
