pathway	pval	padj	ES	NES	nMoreExtreme	size
MIR_193A_3P_MIR_193B_3P	0.00206185567010309	0.00680433203877364	-0.350941548056933	-2.86938852698728	0	48
MIR_466B_3P_MIR_466C_3P_MIR_466P_3P	0.00202020202020202	0.00680433203877364	-0.202972339117604	-3.96636917349959	0	273
MIR_883A_3P_MIR_883B_3P	0.00207900207900208	0.00680433203877364	-0.188844460881797	-2.33530402420577	0	106
MIR_26A_2_3P_MIR_26B_3P	0.00197628458498024	0.00680433203877364	-0.22722975177767	-2.23810185886829	0	67
MIR_199A_3P_MIR_199B_3P	0.00207900207900208	0.00680433203877364	-0.236883152152349	-2.69751968197576	0	91
MIR_669A_3_3P_MIR_669A_3P_MIR_669O_3P	0.00198807157057654	0.00680433203877364	-0.243266721167132	-2.26046408844717	0	61
MIR_290A_5P_MIR_293_5P	0.00210526315789474	0.00680433203877364	-0.283147381977893	-3.09469156979769	0	85
MIR_344E_5P_MIR_344H_5P	0.102669404517454	0.170522209429759	-0.174074433211019	-1.40929869400276	49	47
MIR_133A_3P_MIR_133B_3P	0.343347639484979	0.444196438103833	-0.0719949876582289	-1.09686224722054	159	173
MIR_291A_3P_MIR_294_3P	0.00213219616204691	0.00680433203877364	-0.184240092444366	-3.0434608511655	0	197
MIR_302A_3P_MIR_302B_3P	0.0020703933747412	0.00680433203877364	-0.170565930890891	-2.99013392891592	0	217
MIR_3475_5P_MIR_96_3P	0.0123711340206186	0.0298709174391406	-0.230769230769231	-1.88682869502669	5	48
MIR_199A_5P_MIR_199B_5P	0.00212314225053079	0.00680433203877364	-0.16678225649846	-2.11401813222018	0	113
MIR_344_5P_MIR_344B_5P_MIR_344C_5P_MIR_344D_1_5P_MIR_344D_3_5P	0.125237191650854	0.200286566239399	-0.233326682628359	-1.37409268290649	65	24
MIR_18A_5P_MIR_18B_5P	0.00210084033613445	0.00680433203877364	-0.209374364429982	-2.25212185143287	0	82
MIR_181B_1_3P_MIR_181B_2_3P	0.00208333333333333	0.00680433203877364	-0.20277590274084	-2.44647093129137	0	101
MIR_743A_5P_MIR_871_5P	0.00217864923747277	0.00680433203877364	-0.281624812869478	-3.65111609001187	0	123
MIR_24_1_5P_MIR_24_2_5P	0.00196850393700787	0.00680433203877364	-0.378436579918756	-2.4783079095048	0	31
MIR_148A_3P_MIR_148B_3P_MIR_152_3P	0.00211416490486258	0.00680433203877364	-0.181297655473396	-3.13110076864006	0	213
MIR_23A_3P_MIR_23B_3P	0.00199600798403194	0.00680433203877364	-0.197826860442839	-4.43566913460719	0	375
MIR_466A_5P_MIR_466P_5P	0.0105485232067511	0.0261288132305155	-0.13502088007711	-1.87252754550053	4	141
MIR_301A_5P_MIR_301B_5P	0.136929460580913	0.216574669762838	-0.17671008470513	-1.314070942776	65	40
MIR_208A_3P_MIR_208B_3P	0.0581395348837209	0.106066199089455	-0.273474825910004	-1.56351316705998	29	23
MIR_344G_3P_MIR_7070_3P	0.666034155597723	0.739847219233553	-0.140156956637404	-0.825403448951666	350	24
